year,id_,marital,childs,age,cohort,educ_rank,sex_rank,race_rank,hhrace_rank,mobile16_rank,mobile16_flag,hompop,class_rank,class_flag,polviews,polviews_rank,polviews_flag,relig,denom,other,religion,fund,fund_rank,fund16_rank,fund_differential,religious_strength_total,religious_strength_count,religious_strength_avg,religious_strength_index,blm_total,blm_count,blm_avg,blm_index
2018,1241,Married,2,36,1982,17,2,3,5,7,1,4,5,1,Moderate,4,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,22,4,5.5,0.75,51,12,4.25,0.54166667
2018,1242,Widowed,0,80,1938,18,1,3,5,7,1,1,5,1,Liberal,6,1,Protestant,Other,Church of Christ,Church of Christ,Fundamentalist,3,3,0,26,4,6.5,0.91666667,68,15,4.53333333,0.58888889
2018,1243,Never married,0,27,1991,16,1,3,5,1,1,1,3,1,Slightly liberal,5,1,None,Not applicable,Not applicable,None,Liberal,1,1,0,16,4,4,0.5,24,4,6,0.83333333
2018,1244,Never married,0,24,1994,18,1,3,5,7,1,3,3,1,Slightly liberal,5,1,None,Not applicable,Not applicable,None,Liberal,1,3,-2,12,4,3,0.33333333,60,13,4.61538462,0.6025641
2018,1245,Divorced,2,44,1974,12,1,3,5,4,1,3,3,1,Moderate,4,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,12,4,3,0.33333333,58,15,3.86666667,0.47777778
2018,1246,Married,5,89 or older,1929,11,2,3,5,1,1,2,3,1,Moderate,4,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,16,4,4,0.5,44,13,3.38461538,0.3974359
2018,1247,Never married,0,22,1996,13,2,2,3,7,1,3,5,1,Extremely liberal,7,1,Protestant,No denomination,Not applicable,No denomination,Moderate,2,2,0,13,4,3.25,0.375,28,4,7,1
2018,1248,Married,4,48,1970,12,2,1,5,7,1,7,5,1,Slghtly conservative,3,1,Protestant,United methodist,Not applicable,United methodist,Liberal,1,1,0,20,4,5,0.66666667,42,13,3.23076923,0.37179487
2018,1249,Never married,3,33,1985,9,1,3,4,1,1,4,3,1,Liberal,6,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,16,4,4,0.5,29,5,5.8,0.8
2018,1250,Widowed,2,59,1959,12,1,1,5,1,1,2,5,1,Moderate,4,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,16,4,4,0.5,48,12,4,0.5
2018,1251,Never married,0,43,1975,13,2,1,5,1,1,1,3,1,Slghtly conservative,3,1,None,Not applicable,Not applicable,None,Liberal,1,2,-1,7,4,1.75,0.125,41,15,2.73333333,0.28888889
2018,1252,Married,1,32,1986,12,1,1,2,7,1,5,5,1,Liberal,6,1,Protestant,Other,Churches of God(Except with Christ and Holiness),Churches of God(Except with Christ and Holiness),Fundamentalist,3,2,1,28,4,7,1,5,5,1,0
2018,1253,Divorced,2,62,1956,16,1,3,4,4,1,1,3,1,Liberal,6,1,None,Not applicable,Not applicable,None,Liberal,1,1,0,14,4,3.5,0.41666667,80,15,5.33333333,0.72222222
2018,1254,Married,2,53,1965,12,1,3,5,1,1,3,5,1,Slghtly conservative,3,1,None,Not applicable,Not applicable,None,Liberal,1,1,0,9,4,2.25,0.20833333,46,14,3.28571429,0.38095238
2018,1255,Married,2,59,1959,13,1,3,4,4,1,1,5,1,Conservative,2,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,14,4,3.5,0.41666667,28,12,2.33333333,0.22222222
2018,1256,Married,3,47,1971,12,2,3,5,7,1,4,3,1,Conservative,2,1,None,Not applicable,Not applicable,None,Liberal,1,2,-1,6,4,1.5,0.08333333,45,13,3.46153846,0.41025641
2018,1257,Never married,0,18,2000,12,1,3,5,1,1,4,5,1,Moderate,4,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,10,4,2.5,0.25,58,14,4.14285714,0.52380952
2018,1258,Widowed,2,64,1954,12,2,3,4,4,1,1,3,1,Moderate,4,1,Protestant,Other,Jehovah's Witnesses,Jehovah's Witnesses,Fundamentalist,3,2,1,15,4,3.75,0.45833333,58,15,3.86666667,0.47777778
2018,1259,Never married,0,22,1996,12,2,3,5,4,1,3,3,1,Slightly liberal,5,1,Protestant,Baptist-dk which,Not applicable,Baptist-dk which,Fundamentalist,3,1,2,16,4,4,0.5,21,4,5.25,0.70833333
2018,1260,Married,0,37,1981,16,1,3,5,7,1,2,7,1,Extremely liberal,7,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,8,4,2,0.16666667,76,13,5.84615385,0.80769231
2018,1261,Never married,0,31,1987,16,1,3,5,1,1,1,5,1,Liberal,6,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,15,4,3.75,0.45833333,82,14,5.85714286,0.80952381
2018,1262,Widowed,1,72,1946,14,1,3,5,7,1,1,3,1,Moderate,4,1,Protestant,United methodist,Not applicable,United methodist,Liberal,1,3,-2,24,4,6,0.83333333,42,12,3.5,0.41666667
2018,1263,Married,0,32,1986,16,1,3,5,7,1,2,5,1,Liberal,6,1,None,Not applicable,Not applicable,None,Liberal,1,0,1,6,4,1.5,0.08333333,16,4,4,0.5
2018,1264,Married,0,69,1949,16,2,3,5,4,1,2,5,1,Liberal,6,1,None,Not applicable,Not applicable,None,Liberal,1,1,0,6,4,1.5,0.08333333,35,5,7,1
2018,1265,Never married,0,32,1986,16,1,3,5,7,1,1,5,1,Extremely liberal,7,1,None,Not applicable,Not applicable,None,Liberal,1,2,-1,6,4,1.5,0.08333333,76,12,6.33333333,0.88888889
2018,1266,Never married,0,32,1986,16,2,3,5,1,1,2,3,1,Moderate,4,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,15,4,3.75,0.45833333,58,13,4.46153846,0.57692308
2018,1267,Divorced,4,60,1958,15,1,3,5,1,1,1,3,1,Slghtly conservative,3,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,17,4,4.25,0.54166667,71,14,5.07142857,0.67857143
2018,1268,Widowed,2,70,1948,5,2,3,5,7,1,1,3,1,Extrmly conservative,1,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,22,4,5.5,0.75,42,12,3.5,0.41666667
2018,1269,Never married,1,41,1977,14,1,1,4,4,1,2,3,1,Moderate,4,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,21,4,5.25,0.70833333,54,15,3.6,0.43333333
2018,1270,Never married,0,35,1983,17,1,3,4,1,1,2,1,1,Liberal,6,1,Christian,No denomination,Not applicable,Christian,Moderate,2,3,-1,10,4,2.5,0.25,56,12,4.66666667,0.61111111
2018,1271,Divorced,3,77,1941,14,1,3,5,1,1,1,5,1,Conservative,2,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,24,4,6,0.83333333,57,15,3.8,0.46666667
2018,1272,Separated,1,57,1961,10,2,3,5,4,1,1,3,1,Conservative,2,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,12,4,3,0.33333333,24,4,6,0.83333333
2018,1273,Never married,0,26,1992,15,2,3,5,4,1,2,3,1,Moderate,4,1,Protestant,Presbyterian-dk wh,Not applicable,Presbyterian-dk wh,Liberal,1,1,0,14,4,3.5,0.41666667,19,5,3.8,0.46666667
2018,1274,Divorced,4,56,1962,12,2,3,5,4,1,1,3,1,Moderate,4,1,None,Not applicable,Not applicable,None,Liberal,1,0,1,6,4,1.5,0.08333333,34,12,2.83333333,0.30555556
2018,1275,Never married,0,24,1994,16,2,3,5,4,1,1,5,1,Slightly liberal,5,1,None,Not applicable,Not applicable,None,Liberal,1,1,0,4,4,1,0,93,15,6.2,0.86666667
2018,1276,Never married,3,56,1962,11,1,2,3,1,1,3,5,1,Liberal,6,1,Protestant,Other,Calvary,Calvary,Fundamentalist,3,3,0,18,4,4.5,0.58333333,71,13,5.46153846,0.74358974
2018,1277,Widowed,3,39,1979,3,1,1,2,7,1,4,3,1,Don't know,0,0,Protestant,Presbyterian-dk wh,Not applicable,Presbyterian-dk wh,Liberal,1,3,-2,24,4,6,0.83333333,70,14,5,0.66666667
2018,1278,Married,0,30,1988,20,1,3,5,7,1,2,5,1,Liberal,6,1,Protestant,United methodist,Not applicable,United methodist,Liberal,1,1,0,16,4,4,0.5,32,5,6.4,0.9
2018,1279,Never married,0,26,1992,16,1,3,5,4,1,2,3,1,Extremely liberal,7,1,None,Not applicable,Not applicable,None,Liberal,1,1,0,8,4,2,0.16666667,66,12,5.5,0.75
2018,1280,Never married,4,31,1987,12,1,3,5,4,1,5,3,1,Conservative,2,1,None,Not applicable,Not applicable,None,Liberal,1,1,0,6,4,1.5,0.08333333,53,15,3.53333333,0.42222222
2018,1281,Married,3,36,1982,16,1,3,5,4,1,5,5,1,Moderate,4,1,None,Not applicable,Not applicable,None,Liberal,1,1,0,11,4,2.75,0.29166667,24,4,6,0.83333333
2018,1282,Married,4,69,1949,16,2,3,5,4,1,2,7,1,Extrmly conservative,1,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,16,4,4,0.5,43,13,3.30769231,0.38461538
2018,1283,Married,2,39,1979,16,1,3,5,7,1,4,5,1,Moderate,4,1,None,Not applicable,Not applicable,None,Liberal,1,2,-1,12,4,3,0.33333333,53,15,3.53333333,0.42222222
2018,1284,Married,2,53,1965,11,2,3,5,7,1,2,3,1,Slghtly conservative,3,1,Protestant,Other baptists,Not applicable,Other baptists,Fundamentalist,3,3,0,12,4,3,0.33333333,42,13,3.23076923,0.37179487
2018,1285,Separated,2,55,1963,12,2,3,5,4,1,1,3,1,Conservative,2,1,None,Not applicable,Not applicable,None,Liberal,1,2,-1,8,4,2,0.16666667,22,5,4.4,0.56666667
2018,1286,Divorced,3,50,1968,9,1,3,5,1,1,3,3,1,Moderate,4,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,10,4,2.5,0.25,46,13,3.53846154,0.42307692
2018,1287,Married,0,31,1987,18,2,3,5,7,1,2,5,1,Liberal,6,1,Jewish,Not applicable,Not applicable,Jewish,Liberal,1,1,0,9,4,2.25,0.20833333,22,5,4.4,0.56666667
2018,1288,Never married,0,70,1948,17,1,3,5,4,1,1,5,1,Moderate,4,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,28,4,7,1,50,12,4.16666667,0.52777778
2018,1289,Divorced,2,68,1950,14,1,3,5,4,1,1,5,1,Liberal,6,1,Protestant,Episcopal,Not applicable,Episcopal,Liberal,1,1,0,25,4,6.25,0.875,28,4,7,1
2018,1290,Married,2,73,1945,15,2,3,5,4,1,2,5,1,Slightly liberal,5,1,None,Not applicable,Not applicable,None,Liberal,1,1,0,11,4,2.75,0.29166667,70,13,5.38461538,0.73076923
2018,1291,Never married,0,60,1958,20,1,3,5,1,1,1,3,1,Liberal,6,1,None,Not applicable,Not applicable,None,Liberal,1,2,-1,8,4,2,0.16666667,22,5,4.4,0.56666667
2018,1292,Never married,0,30,1988,12,2,3,5,1,1,2,5,1,Slghtly conservative,3,1,None,Not applicable,Not applicable,None,Liberal,1,1,0,7,4,1.75,0.125,13,4,3.25,0.375
2018,1293,Married,2,60,1958,14,1,3,5,1,1,2,5,1,Moderate,4,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,13,4,3.25,0.375,62,12,5.16666667,0.69444444
2018,1294,Divorced,3,61,1957,12,2,3,5,1,1,1,3,1,Slightly liberal,5,1,None,Not applicable,Not applicable,None,Liberal,1,2,-1,4,4,1,0,25,4,6.25,0.875
2018,1295,Widowed,3,69,1949,11,1,3,5,4,1,1,3,1,Don't know,0,0,Protestant,Lutheran-dk which,Not applicable,Lutheran-dk which,Moderate,2,1,1,8,4,2,0.16666667,54,13,4.15384615,0.52564103
2018,1296,Never married,3,41,1977,9,2,3,5,1,1,1,1,1,Don't know,0,0,None,Not applicable,Not applicable,None,Liberal,1,1,0,6,4,1.5,0.08333333,60,15,4,0.5
2018,1297,Never married,0,64,1954,14,2,3,5,1,1,1,5,1,Moderate,4,1,Protestant,No denomination,Not applicable,No denomination,Moderate,2,2,0,16,4,4,0.5,19,4,4.75,0.625
2018,1298,Widowed,4,63,1955,12,1,3,5,1,1,2,5,1,Moderate,4,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,11,4,2.75,0.29166667,39,13,3,0.33333333
2018,1299,Never married,1,22,1996,11,2,2,3,1,1,3,3,1,Conservative,2,1,None,Not applicable,Not applicable,None,Liberal,1,1,0,4,4,1,0,31,5,6.2,0.86666667
2018,1300,Separated,2,33,1985,12,1,3,4,7,1,5,1,1,Conservative,2,1,Moslem/islam,Not applicable,Not applicable,Moslem/islam,Na-excluded,0,0,0,14,4,3.5,0.41666667,59,12,4.91666667,0.65277778
2018,1301,Never married,0,56,1962,16,2,3,5,1,1,1,5,1,Slightly liberal,5,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,26,4,6.5,0.91666667,15,4,3.75,0.45833333
2018,1302,Married,1,30,1988,15,1,3,5,4,1,3,5,1,Liberal,6,1,None,Not applicable,Not applicable,None,Liberal,1,2,-1,6,4,1.5,0.08333333,81,14,5.78571429,0.79761905
2018,1303,Widowed,3,89 or older,1929,14,1,3,5,7,1,2,5,1,Slghtly conservative,3,1,Protestant,Presbyterian c in us,Not applicable,Presbyterian c in us,Moderate,2,2,0,16,4,4,0.5,19,5,3.8,0.46666667
2018,1304,Divorced,1,61,1957,16,1,3,5,7,1,1,5,1,Moderate,4,1,Protestant,No denomination,Not applicable,No denomination,Moderate,2,2,0,17,4,4.25,0.54166667,47,13,3.61538462,0.43589744
2018,1305,Divorced,2,55,1963,12,2,3,5,1,1,3,5,1,Moderate,4,1,Protestant,Lutheran-dk which,Not applicable,Lutheran-dk which,Moderate,2,2,0,14,4,3.5,0.41666667,32,5,6.4,0.9
2018,1306,Never married,0,67,1951,18,1,3,5,1,1,1,5,1,Liberal,6,1,None,Not applicable,Not applicable,None,Liberal,1,2,-1,17,4,4.25,0.54166667,68,15,4.53333333,0.58888889
2018,1307,Married,2,61,1957,12,1,3,5,7,1,2,3,1,Moderate,4,1,None,Not applicable,Not applicable,None,Liberal,1,3,-2,15,4,3.75,0.45833333,16,4,4,0.5
2018,1308,Widowed,3,69,1949,12,2,3,5,4,1,4,5,1,Moderate,4,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,13,4,3.25,0.375,57,13,4.38461538,0.56410256
2018,1309,Never married,0,30,1988,16,2,2,3,1,1,3,3,1,Extremely liberal,7,1,None,Not applicable,Not applicable,None,Liberal,1,2,-1,4,4,1,0,26,5,5.2,0.7
2018,1310,Married,3,70,1948,12,2,3,5,1,1,2,1,1,Conservative,2,1,Protestant,No denomination,Not applicable,No denomination,Moderate,2,2,0,18,4,4.5,0.58333333,48,12,4,0.5
2018,1311,Divorced,3,41,1977,13,2,2,3,7,1,1,5,1,Extremely liberal,7,1,Protestant,United methodist,Not applicable,United methodist,Liberal,1,2,-1,19,4,4.75,0.625,78,14,5.57142857,0.76190476
2018,1312,Never married,3,67,1951,8,1,2,3,1,1,1,7,1,Extrmly conservative,1,1,None,Not applicable,Not applicable,None,Liberal,1,1,0,10,4,2.5,0.25,58,15,3.86666667,0.47777778
2018,1313,Divorced,1,62,1956,12,2,3,5,1,1,1,3,1,Moderate,4,1,Protestant,Other,7th Day Adventist,7th Day Adventist,Fundamentalist,3,3,0,28,4,7,1,17,5,3.4,0.4
2018,1314,Divorced,3,36,1982,14,1,2,3,7,1,4,3,1,Moderate,4,1,Protestant,Other,Pentecostal,Pentecostal,Fundamentalist,3,0,3,25,4,6.25,0.875,95,15,6.33333333,0.88888889
2018,1315,Married,2,51,1967,14,1,3,5,1,1,3,5,1,Moderate,4,1,Protestant,United methodist,Not applicable,United methodist,Liberal,1,1,0,22,4,5.5,0.75,45,12,3.75,0.45833333
2018,1316,Married,0,65,1953,16,1,3,5,4,1,2,3,1,Slghtly conservative,3,1,Protestant,Other,United Church of Christ,United Church of Christ,Liberal,1,1,0,23,4,5.75,0.79166667,42,15,2.8,0.3
2018,1317,Divorced,7,63,1955,12,2,2,3,7,1,8,5,1,Moderate,4,1,Protestant,Afr meth episcopal,Not applicable,Afr meth episcopal,Moderate,2,3,-1,21,4,5.25,0.70833333,72,12,6,0.83333333
2018,1318,Never married,0,23,1995,16,2,3,5,1,1,4,5,1,Moderate,4,1,Protestant,Lutheran-dk which,Not applicable,Lutheran-dk which,Moderate,2,2,0,12,4,3,0.33333333,24,4,6,0.83333333
2018,1319,Widowed,7,89 or older,1929,12,1,3,5,1,1,1,1,1,Slightly liberal,5,1,Protestant,United methodist,Not applicable,United methodist,Liberal,1,2,-1,20,4,5,0.66666667,32,12,2.66666667,0.27777778
2018,1320,Married,0,47,1971,16,1,3,5,7,1,3,3,1,Moderate,4,1,Protestant,United methodist,Not applicable,United methodist,Liberal,1,2,-1,24,4,6,0.83333333,83,15,5.53333333,0.75555556
2018,1321,Widowed,3,75,1943,12,1,3,5,4,1,1,5,1,Conservative,2,1,Protestant,Other,Calvary,Calvary,Fundamentalist,3,2,1,28,4,7,1,15,4,3.75,0.45833333
2018,1322,Married,0,24,1994,12,2,3,5,1,1,2,3,1,Conservative,2,1,Protestant,United methodist,Not applicable,United methodist,Liberal,1,1,0,6,4,1.5,0.08333333,17,5,3.4,0.4
2018,1323,Married,2,42,1976,13,2,3,5,7,1,4,5,1,Conservative,2,1,None,Not applicable,Not applicable,None,Liberal,1,1,0,4,4,1,0,47,15,3.13333333,0.35555556
2018,1324,Never married,1,29,1989,12,1,3,5,4,1,2,1,1,Don't know,0,0,Protestant,Other,Pentecostal,Pentecostal,Fundamentalist,3,3,0,20,4,5,0.66666667,23,5,4.6,0.6
2018,1325,Never married,0,26,1992,14,1,3,4,4,1,2,3,1,Moderate,4,1,Protestant,Other,Wesleyan,Wesleyan,Fundamentalist,3,3,0,19,4,4.75,0.625,47,12,3.91666667,0.48611111
2018,1326,Widowed,7,89 or older,1929,10,1,2,3,1,1,3,5,1,Slghtly conservative,3,1,Protestant,Baptist-dk which,Not applicable,Baptist-dk which,Fundamentalist,3,3,0,22,4,5.5,0.75,64,15,4.26666667,0.54444444
2018,1327,Married,2,76,1942,12,1,3,5,4,1,2,3,1,Moderate,4,1,Protestant,Other,Wesleyan,Wesleyan,Fundamentalist,3,2,1,28,4,7,1,46,14,3.28571429,0.38095238
2018,1328,Married,2,36,1982,12,1,3,5,7,1,4,5,1,Extremely liberal,7,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,16,4,4,0.5,16,4,4,0.5
2018,1329,Married,3,77,1941,12,1,3,5,1,1,2,5,1,Slghtly conservative,3,1,Protestant,Baptist-dk which,Not applicable,Baptist-dk which,Fundamentalist,3,1,2,20,4,5,0.66666667,43,14,3.07142857,0.3452381
2018,1330,Married,2,32,1986,12,2,3,5,4,1,4,3,1,Conservative,2,1,None,Not applicable,Not applicable,None,Liberal,1,1,0,4,4,1,0,54,12,4.5,0.58333333
2018,1331,Divorced,2,72,1946,12,2,3,5,1,1,2,5,1,Moderate,4,1,Protestant,Methodist-dk which,Not applicable,Methodist-dk which,Liberal,1,1,0,6,4,1.5,0.08333333,25,15,1.66666667,0.11111111
2018,1332,Married,1,39,1979,17,1,3,5,7,1,3,3,1,Extremely liberal,7,1,None,Not applicable,Not applicable,None,Liberal,1,1,0,6,4,1.5,0.08333333,25,4,6.25,0.875
2018,1333,Married,0,71,1947,12,1,3,5,4,1,2,5,1,Conservative,2,1,Protestant,United methodist,Not applicable,United methodist,Liberal,1,3,-2,24,4,6,0.83333333,45,14,3.21428571,0.36904762
2018,1334,Divorced,3,31,1987,14,2,3,5,7,1,1,3,1,Extrmly conservative,1,1,None,Not applicable,Not applicable,None,Liberal,1,3,-2,10,4,2.5,0.25,46,13,3.53846154,0.42307692
2018,1335,Married,2,69,1949,18,2,3,5,7,1,2,7,1,Slightly liberal,5,1,Protestant,No denomination,Not applicable,No denomination,Moderate,2,3,-1,23,4,5.75,0.79166667,68,13,5.23076923,0.70512821
2018,1336,Married,2,35,1983,3,2,1,4,7,1,4,3,1,Don't know,0,0,Protestant,No denomination,Not applicable,No denomination,Moderate,2,3,-1,27,4,6.75,0.95833333,20,5,4,0.5
2018,1337,Married,2,80,1938,16,2,3,5,7,1,2,5,1,Slghtly conservative,3,1,Protestant,No denomination,Not applicable,No denomination,Moderate,2,1,1,18,4,4.5,0.58333333,37,13,2.84615385,0.30769231
2018,1338,Divorced,3,49,1969,16,2,3,5,7,1,2,5,1,Moderate,4,1,Protestant,No denomination,Not applicable,No denomination,Moderate,2,2,0,12,4,3,0.33333333,51,15,3.4,0.4
2018,1339,Married,3,42,1976,12,2,3,5,1,1,2,3,1,Moderate,4,1,Protestant,United methodist,Not applicable,United methodist,Liberal,1,1,0,12,4,3,0.33333333,54,13,4.15384615,0.52564103
2018,1340,Married,3,36,1982,3,1,1,4,7,1,5,3,1,Conservative,2,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,17,4,4.25,0.54166667,69,14,4.92857143,0.6547619
2018,1341,Married,1,71,1947,10,2,3,5,7,1,2,3,1,Don't know,0,0,Protestant,Methodist-dk which,Not applicable,Methodist-dk which,Liberal,1,1,0,11,4,2.75,0.29166667,20,5,4,0.5
2018,1342,Never married,1,64,1954,6,2,3,5,7,1,3,1,1,Conservative,2,1,None,Not applicable,Not applicable,None,Liberal,1,1,0,4,4,1,0,37,12,3.08333333,0.34722222
2018,1343,Divorced,1,57,1961,14,2,3,5,1,1,1,3,1,Slightly liberal,5,1,None,Not applicable,Not applicable,None,Liberal,1,2,-1,6,4,1.5,0.08333333,56,15,3.73333333,0.45555556
2018,1344,Married,1,24,1994,12,1,3,5,7,1,5,1,1,Slghtly conservative,3,1,None,Not applicable,Not applicable,None,Liberal,1,1,0,4,4,1,0,22,4,5.5,0.75
2018,1345,Divorced,1,47,1971,13,1,3,5,7,1,3,5,1,Slightly liberal,5,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,23,4,5.75,0.79166667,63,14,4.5,0.58333333
2018,1346,Never married,0,23,1995,13,2,3,5,1,1,4,3,1,Slightly liberal,5,1,None,Not applicable,Not applicable,None,Liberal,1,1,0,8,4,2,0.16666667,20,5,4,0.5
2018,1347,Divorced,2,46,1972,14,2,3,5,1,1,5,3,1,Moderate,4,1,None,Not applicable,Not applicable,None,Liberal,1,1,0,12,4,3,0.33333333,54,15,3.6,0.43333333
2018,1348,Divorced,2,57,1961,10,2,3,5,7,1,3,5,1,Extremely liberal,7,1,Christian,No denomination,Not applicable,Christian,Moderate,2,2,0,28,4,7,1,58,13,4.46153846,0.57692308
2018,1349,Married,3,50,1968,18,1,3,5,4,1,2,3,1,Moderate,4,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,17,4,4.25,0.54166667,15,4,3.75,0.45833333
2018,1350,Never married,0,34,1984,13,1,3,5,4,1,1,3,1,Slightly liberal,5,1,Protestant,Baptist-dk which,Not applicable,Baptist-dk which,Fundamentalist,3,3,0,15,4,3.75,0.45833333,50,12,4.16666667,0.52777778
2018,1351,Never married,0,20,1998,13,2,3,5,1,1,4,5,1,Moderate,4,1,Protestant,Other presbyterian,Not applicable,Other presbyterian,Fundamentalist,3,3,0,18,4,4.5,0.58333333,12,4,3,0.33333333
2018,1352,Married,2,49,1969,15,1,3,5,1,1,2,5,1,Moderate,4,1,Protestant,Baptist-dk which,Not applicable,Baptist-dk which,Fundamentalist,3,3,0,24,4,6,0.83333333,57,14,4.07142857,0.51190476
2018,1353,Never married,0,30,1988,15,1,1,4,4,1,2,3,1,Liberal,6,1,None,Not applicable,Not applicable,None,Liberal,1,2,-1,7,4,1.75,0.125,72,12,6,0.83333333
2018,1354,Married,2,29,1989,12,2,3,5,1,1,4,3,1,Moderate,4,1,Protestant,United methodist,Not applicable,United methodist,Liberal,1,1,0,20,4,5,0.66666667,82,15,5.46666667,0.74444444
2018,1355,Divorced,3,61,1957,12,1,3,5,7,1,1,3,1,Don't know,0,0,Protestant,Baptist-dk which,Not applicable,Baptist-dk which,Fundamentalist,3,3,0,14,4,3.5,0.41666667,46,13,3.53846154,0.42307692
2018,1356,Never married,0,29,1989,20,1,1,2,7,1,2,3,1,Moderate,4,1,Hinduism,Not applicable,Not applicable,Hinduism,Na-excluded,0,0,0,20,4,5,0.66666667,82,14,5.85714286,0.80952381
2018,1357,Never married,0,21,1997,14,2,3,5,4,1,2,5,1,Extremely liberal,7,1,None,Not applicable,Not applicable,None,Liberal,1,1,0,4,4,1,0,32,5,6.4,0.9
2018,1358,Never married,0,24,1994,16,2,3,5,4,1,2,5,1,Slghtly conservative,3,1,None,Not applicable,Not applicable,None,Liberal,1,1,0,6,4,1.5,0.08333333,44,13,3.38461538,0.3974359
2018,1359,Married,1,34,1984,18,1,3,5,4,1,2,5,1,Liberal,6,1,Protestant,Other,Disciples of Christ,Disciples of Christ,Moderate,2,3,-1,28,4,7,1,73,14,5.21428571,0.70238095
2018,1360,Never married,0,25,1993,14,1,3,5,7,1,2,3,1,Slightly liberal,5,1,None,Not applicable,Not applicable,None,Liberal,1,1,0,4,4,1,0,61,12,5.08333333,0.68055556
2018,1361,Never married,0,21,1997,14,2,3,2,7,1,4,5,1,Slghtly conservative,3,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,12,4,3,0.33333333,52,15,3.46666667,0.41111111
2018,1362,Never married,0,22,1996,15,2,3,5,7,1,4,5,1,Slghtly conservative,3,1,None,Not applicable,Not applicable,None,Liberal,1,2,-1,6,4,1.5,0.08333333,25,4,6.25,0.875
2018,1363,Never married,4,38,1980,12,2,3,5,1,1,4,3,1,Extremely liberal,7,1,Protestant,Other,Holiness; Church of Holiness,Holiness; Church of Holiness,Fundamentalist,3,3,0,10,4,2.5,0.25,37,13,2.84615385,0.30769231
2018,1364,Married,0,70,1948,12,2,3,5,7,1,2,5,1,Moderate,4,1,Protestant,Lutheran-mo synod,Not applicable,Lutheran-mo synod,Fundamentalist,3,3,0,14,4,3.5,0.41666667,19,5,3.8,0.46666667
2018,1365,Married,2,33,1985,12,1,3,5,7,1,4,3,1,Moderate,4,1,Protestant,No denomination,Not applicable,No denomination,Moderate,2,3,-1,18,4,4.5,0.58333333,48,12,4,0.5
2018,1366,Married,1,75,1943,10,1,3,5,7,1,2,5,1,Moderate,4,1,Catholic,Not applicable,Not applicable,Catholic,Moderate,2,2,0,12,4,3,0.33333333,59,14,4.21428571,0.53571429
2018,1367,Married,1,56,1962,12,2,3,5,1,1,2,3,1,Slghtly conservative,3,1,Protestant,Presbyterian-dk wh,Not applicable,Presbyterian-dk wh,Liberal,1,1,0,10,4,2.5,0.25,14,5,2.8,0.3
2018,1368,Married,3,68,1950,16,2,3,5,4,1,2,5,1,Liberal,6,1,Protestant,Presbyterian c in us,Not applicable,Presbyterian c in us,Moderate,2,2,0,25,4,6.25,0.875,59,12,4.91666667,0.65277778
2018,1369,Married,3,39,1979,12,1,3,3,1,1,5,3,1,Moderate,4,1,None,Not applicable,Not applicable,None,Liberal,1,1,0,6,4,1.5,0.08333333,83,15,5.53333333,0.75555556
2018,1370,Married,2,54,1964,14,1,3,5,4,1,2,5,1,Conservative,2,1,Protestant,Presbyterian~ merged,Not applicable,Presbyterian~ merged,Liberal,1,1,0,27,4,6.75,0.95833333,25,4,6.25,0.875
2018,1371,Married,2,60,1958,12,2,3,5,7,1,2,5,1,Slghtly conservative,3,1,None,Not applicable,Not applicable,None,Liberal,1,1,0,4,4,1,0,40,10,4,0.5
